No,Nama File,Kelas Daun,Prediksi Kelas Daun,Confidence Score
63,testing_063.jpg,Daun Alpukat,Daun Alpukat NoBG,99.96%
64,testing_064.jpg,Daun Alpukat,Daun Alpukat NoBG,99.52%
65,testing_065.jpg,Daun Alpukat,Daun Alpukat NoBG,99.05%
66,testing_066.jpg,Daun Alpukat,Daun Alpukat NoBG,99.96%
67,testing_067.jpg,Daun Alpukat,Daun Alpukat NoBG,99.15%
68,testing_068.jpg,Daun Alpukat,Daun Alpukat NoBG,94.20%
69,testing_069.png,Daun Alpukat,Daun Alpukat NoBG,98.06%
70,testing_070.png,Daun Alpukat,Daun Alpukat NoBG,99.99%
71,testing_071.png,Daun Alpukat,Daun Alpukat NoBG,99.99%
72,testing_072.png,Daun Alpukat,Daun Alpukat NoBG,99.95%
73,testing_073.png,Daun Alpukat,Daun Alpukat NoBG,99.98%
74,testing_074.png,Daun Alpukat,Daun Alpukat NoBG,99.08%
75,testing_075.png,Daun Alpukat,Daun Alpukat NoBG,99.98%
76,testing_076.png,Daun Alpukat,Daun Alpukat NoBG,99.93%
77,testing_077.png,Daun Alpukat,Daun Alpukat NoBG,99.98%
78,testing_078.png,Daun Alpukat,Daun Alpukat NoBG,99.62%
79,testing_079.png,Daun Alpukat,Daun Alpukat NoBG,99.96%
80,testing_080.png,Daun Alpukat,Daun Alpukat NoBG,99.99%
81,testing_081.png,Daun Alpukat,Daun Alpukat NoBG,99.96%
82,testing_082.png,Daun Alpukat,Daun Alpukat NoBG,99.72%
83,testing_083.png,Daun Alpukat,Daun Alpukat NoBG,98.57%
84,testing_084.jpg,Daun Alpukat,Daun Srikaya Rusak NoBG,97.26%
85,testing_085.jpg,Daun Alpukat,Daun Salam Rusak NoBG,95.67%
86,testing_086.jpg,Daun Alpukat,Daun Alpukat NoBG,69.48%
87,testing_087.jpg,Daun Alpukat,Daun Srikaya Rusak NoBG,70.40%
88,testing_088.jpg,Daun Alpukat,Daun Srikaya Rusak NoBG,46.32%
89,testing_089.jpg,Daun Alpukat,Daun Salam Rusak NoBG,93.32%
90,testing_090.jpg,Daun Alpukat,Daun Salam Rusak NoBG,69.22%
91,testing_091.jpg,Daun Alpukat,Daun Salam Rusak NoBG,59.51%
92,testing_092.jpg,Daun Alpukat,Daun Srikaya Rusak NoBG,73.48%
93,testing_093.jpg,Daun Alpukat,Daun Salam Rusak NoBG,78.23%
94,testing_094.jpg,Daun Alpukat,Daun Alpukat NoBG,76.46%
95,testing_095.jpg,Daun Alpukat,Daun Srikaya Rusak NoBG,62.89%
96,testing_096.jpg,Daun Alpukat,Daun Alpukat NoBG,27.96%
97,testing_097.jpg,Daun Alpukat,Daun Salam Rusak NoBG,55.82%
98,testing_098.jpg,Daun Alpukat,Daun Salam Rusak NoBG,72.80%
99,testing_099.jpg,Daun Alpukat,Daun Srikaya Rusak NoBG,85.43%
100,testing_100.jpg,Daun Alpukat,Daun Srikaya Rusak NoBG,81.58%
101,testing_001.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
102,testing_002.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
103,testing_003.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
104,testing_004.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.79%
105,testing_005.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.89%
106,testing_006.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
107,testing_007.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
108,testing_008.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
109,testing_009.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.92%
110,testing_010.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.94%
111,testing_011.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,97.13%
112,testing_012.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
113,testing_013.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.97%
114,testing_014.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.94%
115,testing_015.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.97%
116,testing_016.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.97%
117,testing_017.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.94%
118,testing_018.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.90%
119,testing_019.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
120,testing_020.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
121,testing_021.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.97%
122,testing_022.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.80%
123,testing_023.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
124,testing_024.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
125,testing_025.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
126,testing_026.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
127,testing_027.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
128,testing_028.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.12%
129,testing_029.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
130,testing_030.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
131,testing_031.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
132,testing_032.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
133,testing_033.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
134,testing_034.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.97%
135,testing_035.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.95%
136,testing_036.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.95%
137,testing_037.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.94%
138,testing_038.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.81%
139,testing_039.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.93%
140,testing_040.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.60%
141,testing_041.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.34%
142,testing_042.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.97%
143,testing_043.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.95%
144,testing_044.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
145,testing_045.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
146,testing_046.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
147,testing_047.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.92%
148,testing_048.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
149,testing_049.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.96%
150,testing_050.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.85%
151,testing_051.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
152,testing_052.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.86%
153,testing_053.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.97%
154,testing_054.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
155,testing_055.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.86%
156,testing_056.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.79%
157,testing_057.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.48%
158,testing_058.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
159,testing_059.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.29%
160,testing_060.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
161,testing_061.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,98.87%
162,testing_062.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
163,testing_063.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
164,testing_064.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
165,testing_065.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.85%
166,testing_066.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.84%
167,testing_067.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.18%
168,testing_068.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.95%
169,testing_069.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
170,testing_070.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
171,testing_071.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
172,testing_072.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
173,testing_073.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
174,testing_074.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
175,testing_075.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
176,testing_076.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
177,testing_077.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
178,testing_078.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
179,testing_079.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
180,testing_080.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
181,testing_081.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.98%
182,testing_082.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
183,testing_083.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.97%
184,testing_084.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.94%
185,testing_085.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
186,testing_086.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
187,testing_087.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
188,testing_088.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
189,testing_089.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
190,testing_090.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
191,testing_091.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
192,testing_092.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.99%
193,testing_093.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,100.00%
194,testing_094.jpg,Daun Alpukat Rusak,Daun Alpukat NoBG,98.99%
195,testing_095.jpg,Daun Alpukat Rusak,Daun Alpukat NoBG,84.54%
196,testing_096.jpg,Daun Alpukat Rusak,Daun Alpukat NoBG,99.68%
197,testing_097.jpg,Daun Alpukat Rusak,Daun Alpukat NoBG,93.84%
198,testing_098.jpg,Daun Alpukat Rusak,Daun Alpukat NoBG,99.92%
199,testing_099.jpg,Daun Alpukat Rusak,Daun Alpukat NoBG,95.85%
200,testing_100.jpg,Daun Alpukat Rusak,Daun Alpukat NoBG,97.72%
201,testing_001.jpg,Daun Belimbing Wuluh,Daun Alpukat NoBG,44.61%
202,testing_002.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,77.46%
203,testing_003.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.29%
204,testing_004.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,83.58%
205,testing_005.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,71.37%
206,testing_006.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,94.07%
207,testing_007.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,50.51%
208,testing_008.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,69.82%
209,testing_009.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,77.46%
210,testing_010.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,54.64%
211,testing_011.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,40.31%
212,testing_012.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,68.74%
213,testing_013.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,97.89%
214,testing_014.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,76.08%
215,testing_015.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh Rusak NoBG,77.52%
216,testing_016.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,65.02%
217,testing_017.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,90.45%
218,testing_018.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh Rusak NoBG,88.94%
219,testing_019.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh Rusak NoBG,77.52%
220,testing_020.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,75.97%
221,testing_021.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,98.93%
222,testing_022.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,69.83%
223,testing_023.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,93.25%
224,testing_024.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.61%
225,testing_025.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.75%
226,testing_026.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,82.35%
227,testing_027.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,75.75%
228,testing_028.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,98.88%
229,testing_029.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.33%
230,testing_030.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,52.26%
231,testing_031.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.40%
232,testing_032.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,77.47%
233,testing_033.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,46.36%
234,testing_034.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.37%
235,testing_035.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,71.99%
236,testing_036.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.13%
237,testing_037.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,87.35%
238,testing_038.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,97.84%
239,testing_039.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,48.58%
240,testing_040.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,76.55%
241,testing_041.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,97.47%
242,testing_042.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.13%
243,testing_043.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,90.38%
244,testing_044.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,98.64%
245,testing_045.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,95.29%
246,testing_046.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,77.47%
247,testing_047.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,78.94%
248,testing_048.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,33.03%
249,testing_049.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.73%
250,testing_050.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,73.71%
251,testing_051.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.30%
252,testing_052.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,98.64%
253,testing_053.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,97.93%
254,testing_054.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,95.97%
255,testing_055.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,91.86%
256,testing_056.jpg,Daun Belimbing Wuluh,Daun Srikaya NoBG,55.01%
257,testing_057.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,97.72%
258,testing_058.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,95.98%
259,testing_059.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,97.74%
260,testing_060.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.07%
261,testing_061.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,93.46%
262,testing_062.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,71.66%
263,testing_063.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,97.52%
264,testing_064.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,91.94%
265,testing_065.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,72.68%
266,testing_066.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,83.54%
267,testing_067.jpg,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,93.02%
268,testing_068.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.90%
269,testing_069.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.65%
270,testing_070.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.55%
271,testing_071.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.33%
272,testing_072.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,89.95%
273,testing_073.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,97.00%
274,testing_074.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.88%
275,testing_075.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.70%
276,testing_076.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.88%
277,testing_077.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.76%
278,testing_078.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.25%
279,testing_079.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.96%
280,testing_080.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,98.38%
281,testing_081.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.98%
282,testing_082.png,Daun Belimbing Wuluh,Daun Belimbing Wuluh NoBG,99.98%
283,testing_083.jpg,Daun Belimbing Wuluh,Daun Leci Rusak NoBG,50.13%
284,testing_084.jpg,Daun Belimbing Wuluh,Daun Leci Rusak NoBG,97.62%
285,testing_085.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,57.77%
286,testing_086.jpg,Daun Belimbing Wuluh,Daun Leci Rusak NoBG,61.35%
287,testing_087.jpg,Daun Belimbing Wuluh,Daun Sirsak Rusak NoBG,80.29%
288,testing_088.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,84.09%
289,testing_089.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,82.79%
290,testing_090.jpg,Daun Belimbing Wuluh,Daun Leci Rusak NoBG,69.61%
291,testing_091.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,98.35%
292,testing_092.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,61.60%
293,testing_093.jpg,Daun Belimbing Wuluh,Daun Leci Rusak NoBG,83.38%
294,testing_094.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,62.97%
295,testing_095.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,89.14%
296,testing_096.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,41.21%
297,testing_097.jpg,Daun Belimbing Wuluh,Daun Leci Rusak NoBG,67.71%
298,testing_098.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,85.31%
299,testing_099.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,91.42%
300,testing_100.jpg,Daun Belimbing Wuluh,Daun Srikaya Rusak NoBG,69.67%
301,testing_001.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.44%
302,testing_002.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.78%
303,testing_003.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,97.39%
304,testing_004.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.86%
305,testing_005.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.89%
306,testing_006.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.98%
307,testing_007.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.99%
308,testing_008.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.92%
309,testing_009.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.99%
310,testing_010.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.53%
311,testing_011.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.84%
312,testing_012.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.97%
313,testing_013.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,97.64%
314,testing_014.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.70%
315,testing_015.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,69.98%
316,testing_016.jpg,Daun Belimbing Wuluh Rusak,Daun Belimbing Wuluh Rusak NoBG,99.97%
