No,Nama File,Kelas Daun,Prediksi Kelas Daun,Confidence Score
66,testing_066.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,65.33%
67,testing_067.jpg,Daun Alpukat,Daun Leci NoBG,87.97%
68,testing_068.jpg,Daun Alpukat,Daun Leci NoBG,61.00%
69,testing_069.png,Daun Alpukat,Daun Alpukat Rusak NoBG,67.14%
70,testing_070.png,Daun Alpukat,Daun Alpukat Rusak NoBG,97.90%
71,testing_071.png,Daun Alpukat,Daun Alpukat Rusak NoBG,92.40%
72,testing_072.png,Daun Alpukat,Daun Alpukat Rusak NoBG,98.15%
73,testing_073.png,Daun Alpukat,Daun Alpukat Rusak NoBG,98.52%
74,testing_074.png,Daun Alpukat,Daun Alpukat Rusak NoBG,95.50%
75,testing_075.png,Daun Alpukat,Daun Alpukat Rusak NoBG,98.54%
76,testing_076.png,Daun Alpukat,Daun Alpukat Rusak NoBG,94.46%
77,testing_077.png,Daun Alpukat,Daun Alpukat Rusak NoBG,98.75%
78,testing_078.png,Daun Alpukat,Daun Alpukat Rusak NoBG,98.08%
79,testing_079.png,Daun Alpukat,Daun Alpukat Rusak NoBG,94.17%
80,testing_080.png,Daun Alpukat,Daun Alpukat Rusak NoBG,97.51%
81,testing_081.png,Daun Alpukat,Daun Alpukat Rusak NoBG,98.02%
82,testing_082.png,Daun Alpukat,Daun Alpukat Rusak NoBG,98.66%
83,testing_083.png,Daun Alpukat,Daun Alpukat Rusak NoBG,96.90%
84,testing_084.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,99.49%
85,testing_085.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,99.69%
86,testing_086.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,99.70%
87,testing_087.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,98.22%
88,testing_088.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,93.43%
89,testing_089.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,99.93%
90,testing_090.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,95.70%
91,testing_091.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,99.90%
92,testing_092.jpg,Daun Alpukat,Daun Leci Rusak BG,50.77%
93,testing_093.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,99.61%
94,testing_094.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,96.44%
95,testing_095.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,99.13%
96,testing_096.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,98.85%
97,testing_097.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,92.19%
98,testing_098.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,96.56%
99,testing_099.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,91.82%
100,testing_100.jpg,Daun Alpukat,Daun Alpukat Rusak NoBG,95.05%
101,testing_001.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,86.10%
102,testing_002.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,61.14%
103,testing_003.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,89.81%
104,testing_004.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,62.37%
105,testing_005.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,60.22%
106,testing_006.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,95.42%
107,testing_007.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,88.52%
108,testing_008.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,50.75%
109,testing_009.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,77.57%
110,testing_010.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,78.16%
111,testing_011.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,77.79%
112,testing_012.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,74.75%
113,testing_013.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,83.43%
114,testing_014.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,68.31%
115,testing_015.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,85.90%
116,testing_016.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,92.29%
117,testing_017.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,76.81%
118,testing_018.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,62.55%
119,testing_019.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,70.39%
120,testing_020.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,62.51%
121,testing_021.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,82.60%
122,testing_022.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,57.76%
123,testing_023.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,91.07%
124,testing_024.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,73.84%
125,testing_025.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,80.73%
126,testing_026.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,84.21%
127,testing_027.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,94.40%
128,testing_028.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,80.82%
129,testing_029.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,82.99%
130,testing_030.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,72.72%
131,testing_031.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,72.50%
132,testing_032.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,51.57%
133,testing_033.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,78.75%
134,testing_034.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,55.21%
135,testing_035.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,85.41%
136,testing_036.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,89.16%
137,testing_037.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,88.88%
138,testing_038.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,96.72%
139,testing_039.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,77.46%
140,testing_040.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,87.44%
141,testing_041.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,55.02%
142,testing_042.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,97.86%
143,testing_043.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,75.46%
144,testing_044.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,95.94%
145,testing_045.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,85.52%
146,testing_046.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,73.96%
147,testing_047.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,99.69%
148,testing_048.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,97.43%
149,testing_049.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,97.18%
150,testing_050.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,81.05%
151,testing_051.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,93.63%
152,testing_052.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,97.27%
153,testing_053.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,89.69%
154,testing_054.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,62.86%
155,testing_055.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,96.63%
156,testing_056.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,67.32%
157,testing_057.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,90.32%
158,testing_058.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,93.45%
159,testing_059.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,97.06%
160,testing_060.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,83.59%
161,testing_061.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,64.37%
162,testing_062.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,62.86%
163,testing_063.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,98.62%
164,testing_064.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,65.08%
165,testing_065.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,94.22%
166,testing_066.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,86.31%
167,testing_067.jpg,Daun Alpukat Rusak,Daun Leci Rusak BG,96.18%
168,testing_068.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,81.90%
169,testing_069.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,92.60%
170,testing_070.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,91.90%
171,testing_071.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,95.26%
172,testing_072.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,79.61%
173,testing_073.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,73.29%
174,testing_074.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,85.89%
175,testing_075.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,69.94%
176,testing_076.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,74.14%
177,testing_077.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,62.71%
178,testing_078.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,56.13%
179,testing_079.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,93.81%
180,testing_080.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,90.42%
181,testing_081.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,85.51%
182,testing_082.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,93.32%
183,testing_083.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,97.55%
184,testing_084.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,93.60%
185,testing_085.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,77.41%
186,testing_086.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,81.81%
187,testing_087.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,93.79%
188,testing_088.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,94.78%
189,testing_089.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,87.91%
190,testing_090.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,79.37%
191,testing_091.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,68.20%
192,testing_092.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,80.95%
193,testing_093.png,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,69.10%
194,testing_094.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,95.26%
195,testing_095.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,94.61%
196,testing_096.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,89.78%
197,testing_097.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,96.94%
198,testing_098.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,98.65%
199,testing_099.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,99.45%
200,testing_100.jpg,Daun Alpukat Rusak,Daun Alpukat Rusak NoBG,91.33%
201,testing_001.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.95%
202,testing_002.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.82%
203,testing_003.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,98.74%
204,testing_004.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,97.73%
205,testing_005.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.85%
206,testing_006.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.57%
207,testing_007.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.62%
208,testing_008.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.13%
209,testing_009.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.84%
210,testing_010.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,98.03%
211,testing_011.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.25%
212,testing_012.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.99%
213,testing_013.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.90%
214,testing_014.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.71%
215,testing_015.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.97%
216,testing_016.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.78%
217,testing_017.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.35%
218,testing_018.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.98%
219,testing_019.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.60%
220,testing_020.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.62%
221,testing_021.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.92%
222,testing_022.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,96.46%
223,testing_023.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.41%
224,testing_024.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,98.84%
225,testing_025.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,55.97%
226,testing_026.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.30%
227,testing_027.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.87%
228,testing_028.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,95.18%
229,testing_029.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,95.21%
230,testing_030.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.19%
231,testing_031.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.45%
232,testing_032.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.89%
233,testing_033.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,96.59%
234,testing_034.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,73.30%
235,testing_035.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.94%
236,testing_036.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.20%
237,testing_037.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.81%
238,testing_038.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.95%
239,testing_039.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,68.53%
240,testing_040.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.59%
241,testing_041.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.32%
242,testing_042.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,98.10%
243,testing_043.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.96%
244,testing_044.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.96%
245,testing_045.jpg,Daun Belimbing Wuluh,Daun Leci Rusak BG,96.59%
246,testing_046.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.80%
247,testing_047.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,96.68%
248,testing_048.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,92.16%
249,testing_049.jpg,Daun Belimbing Wuluh,Daun Leci Rusak BG,69.28%
250,testing_050.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,98.98%
251,testing_051.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.02%
252,testing_052.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.01%
253,testing_053.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.76%
254,testing_054.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.46%
255,testing_055.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,60.37%
256,testing_056.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,96.38%
257,testing_057.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.76%
258,testing_058.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,51.33%
259,testing_059.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.96%
260,testing_060.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,96.79%
261,testing_061.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,63.31%
262,testing_062.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,86.92%
263,testing_063.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,82.33%
264,testing_064.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.21%
265,testing_065.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.67%
266,testing_066.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,58.61%
267,testing_067.jpg,Daun Belimbing Wuluh,Daun Alpukat Rusak NoBG,52.87%
268,testing_068.png,Daun Belimbing Wuluh,Daun Leci NoBG,98.53%
269,testing_069.png,Daun Belimbing Wuluh,Daun Leci NoBG,98.06%
270,testing_070.png,Daun Belimbing Wuluh,Daun Leci NoBG,97.82%
271,testing_071.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.98%
272,testing_072.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.98%
273,testing_073.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.98%
274,testing_074.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.98%
275,testing_075.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.95%
276,testing_076.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.89%
277,testing_077.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.96%
278,testing_078.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.91%
279,testing_079.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.89%
280,testing_080.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.90%
281,testing_081.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.92%
282,testing_082.png,Daun Belimbing Wuluh,Daun Leci NoBG,99.61%
283,testing_083.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.54%
284,testing_084.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.91%
285,testing_085.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.80%
286,testing_086.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.86%
287,testing_087.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.50%
288,testing_088.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,98.99%
289,testing_089.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.61%
290,testing_090.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.69%
291,testing_091.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,98.58%
292,testing_092.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.69%
293,testing_093.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,96.07%
294,testing_094.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,87.74%
295,testing_095.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,61.95%
296,testing_096.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,94.40%
297,testing_097.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,93.15%
298,testing_098.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.96%
299,testing_099.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.98%
300,testing_100.jpg,Daun Belimbing Wuluh,Daun Leci NoBG,99.99%
301,testing_001.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,96.95%
302,testing_002.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,81.48%
303,testing_003.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,83.99%
304,testing_004.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,76.48%
305,testing_005.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,98.03%
306,testing_006.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,90.00%
307,testing_007.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,85.24%
308,testing_008.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,72.55%
309,testing_009.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,94.36%
310,testing_010.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,98.31%
311,testing_011.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,84.76%
312,testing_012.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,79.19%
313,testing_013.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,96.15%
314,testing_014.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,94.04%
315,testing_015.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,83.81%
316,testing_016.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,83.51%
317,testing_017.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,94.09%
318,testing_018.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,98.86%
319,testing_019.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,85.04%
320,testing_020.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,98.72%
321,testing_021.jpg,Daun Belimbing Wuluh Rusak,Daun Leci NoBG,53.03%
322,testing_022.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,91.40%
323,testing_023.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,95.47%
324,testing_024.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,88.91%
325,testing_025.jpg,Daun Belimbing Wuluh Rusak,Daun Leci NoBG,59.60%
326,testing_026.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,72.08%
327,testing_027.jpg,Daun Belimbing Wuluh Rusak,Daun Leci NoBG,67.37%
328,testing_028.jpg,Daun Belimbing Wuluh Rusak,Daun Leci Rusak BG,84.45%
329,testing_029.jpg,Daun Belimbing Wuluh Rusak,Daun Leci NoBG,64.74%
